JSON_file,type,mentionText
pg_2351.json,book_author,"Woolf, Virginia"
pg_2350.json,book_author,"Woolf, Virginia"
pg_2350.json,book_author,MRS. DALLOWAY
pg_2349.json,book_author,"Woolf, Virginia"
pg_2349.json,book_title,MOMENTS OF BEING
pg_2347.json,book_author,"Woolf, Virginia"
pg_2347.json,book_title,THE MOMENT AND OTHER ESSAYS
pg_2345.json,book_author,"Woolf, Virginia"
pg_2345.json,book_author,Harcourt Brace Jovanovich
pg_2345.json,book_title,LETTERS OF VIRGINIA WOOLF VOL 6
pg_2345.json,book_title,Bloomsbur
pg_2343.json,book_author,"Woolf, Virginia"
pg_2343.json,book_title,LETTERS OF VIRGINIA WOOLF
pg_0295.json,book_author,"Cambell, Joseph/Robinson, Henry Morton"
pg_0295.json,book_title,SKELETON KEY OF FINNEGANS WAKE
pg_0342.json,book_author,"Day, Douglas"
pg_0342.json,book_author,MALCOLM LOWRY
pg_2036.json,book_author,"Becker, Carl L."
pg_2036.json,book_author,Cornell University
pg_2036.json,book_title,DETACHMENT & THE ART OF WRITING OF HISTORY
pg_2083.json,book_author,Anabasis I-KII
pg_2083.json,book_title,Xenophon III
pg_0604.json,book_author,Mazzeo & Antonini
pg_0604.json,book_title,MONUMENTS OF CIVILIZATION ANCIENT CAMBODIA
pg_0651.json,book_title,AMERICAN INDIAN ART
pg_0698.json,book_author,Boone and Nuttall
pg_0698.json,book_title,The Codex Magliabechiano (notes and commentary) 75
pg_0698.json,book_title,The book of life of the ancient mexicams (facsimile)
pg_0745.json,book_author,Collected by Aubyn Kendall
pg_0745.json,book_title,THE ART OF PRE-COLUMBIAN MEXICO
pg_0745.json,book_title,An Annotated Bibliography of Works in English paper
pg_0745.json,book_title,v. of Texas
pg_0745.json,book_title,Archaeolog
pg_0745.json,book_title,Am.
pg_0793.json,book_author,"Stone, Doris"
pg_0793.json,book_author,Peabody Museum Prs
pg_0793.json,book_title,PRE COLUMBIAN MAN IN COSTA RICE
pg_0239.json,book_author,J.S. BACH
pg_0239.json,book_title,VOL I
pg_0239.json,book_title,Albert Schweitzer
pg_0286.json,book_author,"Huxley, Aldous"
pg_0286.json,book_author,Harper & Row
pg_0286.json,book_title,THE PERENNIAL PHILOSOPHY
pg_0333.json,book_author,"Hawrence, D. H."
pg_0333.json,book_author,Penguin
pg_0333.json,book_title,LOVERS
pg_0380.json,book_author,"Orwell, George"
pg_0380.json,book_title,Signet NAL
pg_2027.json,book_author,Morton White
pg_2027.json,book_title,AGE OF ANALYSIS
pg_2027.json,book_title,Mentor NAL
pg_2074.json,book_author,"Palmer, R.R."
pg_2074.json,book_title,AGE OF THE DEMOCRATIC REVOLUTIONS I
pg_0194.json,book_author,Edited by Morris Bishop
pg_0194.json,book_title,A RENAISSANCE STORYBOOK
pg_0194.json,book_title,Kramerbooks
pg_0194.json,book_title,see invoice
pg_0642.json,book_author,"Colden, Cadwallader"
pg_0642.json,book_author,Cornell University
pg_0642.json,book_title,THE HISTORY OF THE FIVE INDIAN NATIONS
pg_0689.json,book_author,George F. Andrews
pg_0689.json,book_title,MAYA CITIES Placemaking and Urbanization
pg_0689.json,book_title,Univ. of Oklahoma
pg_0736.json,book_author,"Gifford, James"
pg_0736.json,book_author,BARTON RAMIE
pg_0736.json,book_title,PREHISTORIC POTTERY ANALYSIS & THE CERAMICS OF Cloth
pg_0736.json,book_title,IN THE BELIZE VALLEY
pg_0736.json,book_title,Pre Col
pg_0736.json,book_title,Peabody
pg_0782.json,book_author,Ronald Spores
pg_0782.json,book_title,MIXTEC KINGS AND THEIR PEOPLE
pg_0782.json,book_title,Univ. of Oklahoma
pg_0230.json,book_author,Art Hodes & Chadwick Hansen-
pg_0230.json,book_title,SELECTIONS FROM THE GUTTER -
pg_0230.json,book_title,University of California
pg_0277.json,book_author,"Huxley, Aldous"
pg_0277.json,book_author,Harper-Perennial
pg_0277.json,book_title,AFTER MANY A SUMMER DIES THE SWAN
pg_0323.json,book_author,"Lawrence, D.H."
pg_0323.json,book_title,THE LATER D. H. LAWRENCE
pg_0370.json,book_author,"Naipaul, V.S."
pg_0370.json,book_title,IN A FREE STATE
pg_2018.json,book_author,"Lee, Edward N. & Mandelbaum, M, ed"
pg_2018.json,book_title,PHENOMENOLOGY AND EXISTENTIALISM
pg_2065.json,book_author,"Kindleberger, Charles"
pg_2065.json,book_title,THE WORLD IN DEPRESSION 1929-39
pg_0633.json,book_author,"Meighan, C. et al"
pg_0633.json,book_title,JOURNAL OF NEW WORLD ARCHAEOLOGY Vol IV #
pg_0633.json,book_title,Institute of Arch
pg_0633.json,book_title,Ethnohistory & Rock Art
pg_0680.json,book_author,"Thompson, Stith ed"
pg_0680.json,book_title,TALES OF THE NORTH AMERICAN INDIANS
pg_0727.json,book_author,"Emmerich, Andre"
pg_0727.json,book_title,ART BEFORE COLUMBUS Art of Anct. Mexico
pg_0727.json,book_title,Simon Schuster
pg_0774.json,book_author,"Robicsek, Francis"
pg_0774.json,book_title,MAYA BOOK OF THE DEAD The Ceramic Codex
pg_0774.json,book_title,Univ. of Oklahoma
pg_0221.json,book_author,"NEGRO FOLK MUSIC, USA"
pg_0221.json,book_author,"Courlander, Harold"
pg_0221.json,book_author,Columbia
pg_0268.json,book_author,"Hardy, Thomas"
pg_0268.json,book_author,Martins
pg_0268.json,book_title,TESS OF THE D'URBERVILLES
pg_0362.json,book_author,"MC Cullough, Colleen"
pg_0362.json,book_title,THE THORN BIRDS
pg_2009.json,book_author,Stuart Hampshire (ed.
pg_2009.json,book_title,AGE OF REASON
pg_2009.json,book_title,Mentor NAL
pg_2056.json,book_author,"Forman, James D."
pg_2056.json,book_title,scism
pg_0624.json,book_author,"Wingert, Paul"
pg_0624.json,book_title,PRIMITIVE ART
pg_0670.json,book_author,"Morgan, Lewis Henry"
pg_0670.json,book_title,LEAGUE OF THE IROQUIOS
pg_0670.json,book_title,le Stuart
pg_0765.json,book_author,Zelia Nuttall ed.
pg_0765.json,book_title,THE CODE
pg_0765.json,book_title,TTALL
pg_0212.json,book_title,THE CAPRA CHAPBOOK ANTHOLOGY
pg_0259.json,book_author,"Hardy, Thomas"
pg_0259.json,book_title,FAR FROM THE MADDING CROWD
pg_0306.json,book_author,"Kipling, Rudyard"
pg_0306.json,book_author,Peter Smith
pg_0306.json,book_title,IN THE VERNACULAR
pg_0353.json,book_author,"Maugham, W. Somerset"
pg_0353.json,book_title,COLLECTED SHORT STORIES 4
pg_2047.json,book_author,"Derry, TH"
pg_2047.json,book_title,EUROPEAN WORLD 1870
pg_0615.json,book_author,"Wheeler, Mortimer"
pg_0615.json,book_author,McGraw Hill
pg_0615.json,book_title,CIVILIZATIONS OF THE INDUS VALLEY & BEYOND 2
pg_0662.json,book_author,"Kluckhohn, Cylde"
pg_0662.json,book_title,NAVAHO WITCHCRAFT
pg_0756.json,book_author,doza
pg_0756.json,book_title,CODEX MENDOZA AZTEC MANUSCRIPT
pg_0756.json,book_title,Latin Am
pg_0756.json,book_title,Archaeology
pg_0203.json,book_author,"Henderson, Bill"
pg_0203.json,book_title,THE PUSHCART PRIZE V Best of the Small Presses paper
pg_0297.json,book_author,"Budgen, Frank"
pg_0297.json,book_title,JAMES JOYCE & THE MAKING OF ULYSSES
pg_0344.json,book_author,PSALMS AND SONGS (recoll. Macolm Lowry)
pg_0344.json,book_author,"Lowry, Marjorie"
pg_0391.json,book_title,THE ORWELL READER
pg_2038.json,book_author,"Bloch, Marc"
pg_2038.json,book_title,THE HISTORIAN'S CRAFT
pg_2085.json,book_author,Harvard Lo
pg_2085.json,book_title,XENO
pg_2085.json,book_title,CYROPAEDIA I
pg_0606.json,book_author,"Mirsky, Jeannette, ed"
pg_0606.json,book_title,THE GREAT CHINESE TRAVELERS
pg_0653.json,book_author,"Foreman, Grant"
pg_0653.json,book_author,of Oklahoma
pg_0653.json,book_title,FIVE CIVILIZED TRIBES
pg_0653.json,book_title,US - Indians
pg_0700.json,book_author,"Bray, Warwick"
pg_0700.json,book_title,THE GOLD OF EL DORADO
pg_0700.json,book_title,Times Newspapers Limited
pg_0747.json,book_title,YUCATAN BEFORE & AFTER THE CONQUEST
pg_0747.json,book_title,Friar Diego de Landa
pg_0794.json,book_author,Eric Thompson
pg_0794.json,book_title,A CATALOG OF MAYA HIEROGLYPHS
pg_0794.json,book_title,Univ. of Oklahoma
pg_0241.json,book_author,J.S. BACH
pg_0241.json,book_author,Albert Schweitzer.
pg_0241.json,book_title,VOL II
pg_0288.json,book_author,"Huxley, A."
pg_0288.json,book_author,Harper-Perennial
pg_0288.json,book_title,POINT COUNTER POINT
pg_0335.json,book_author,"Sagar, Keith"
pg_0335.json,book_title,THE ART OF D.H. LAWRENCE
pg_0381.json,book_author,"Orwell, George"
pg_0381.json,book_title,BURMESE DAYS
pg_2029.json,book_author,"Albrecht-Carrie, Rene"
pg_2029.json,book_title,EUROPE AFTER 1815
pg_2029.json,book_title,Littlefield Adams
pg_2076.json,book_author,"Parker, John"
pg_2076.json,book_title,DISCOVERY Developing Views of the Earth
pg_0197.json,book_author,"Henderson, Bill"
pg_0197.json,book_title,THE PUSHCART PRIZE II
pg_0644.json,book_author,"Curtis, word"
pg_0644.json,book_author,lentheryne
pg_0644.json,book_title,IN A SAC11 NER W LIVE
pg_0785.json,book_author,"Stephens, John L."
pg_0785.json,book_author,CHIAPAS & YUCATAN Vol. I
pg_0785.json,book_title,"INCIDENTS OF TRAVEL IN CENTRAL AMERICA,"
pg_0279.json,book_author,"Huxley, Aldous"
pg_0279.json,book_title,Harper-Perennial
pg_0327.json,book_author,"Lawrence, DH"
pg_0327.json,book_author,PHOENIX II
pg_0373.json,book_author,BOUNTY TRILOGY
pg_0373.json,book_author,Nordhoff & Hall
pg_0373.json,book_author,Lee Bogigian
pg_0373.json,book_title,Little Brown
pg_2020.json,book_author,"Mendel, Arthur P., ed"
pg_2020.json,book_title,THE ESSENTIAL WORKS OF MARXISM
pg_2067.json,book_author,Scandin.
pg_2067.json,book_author,Bjorn Landstrom
pg_2067.json,book_title,SAILING SHIPS
pg_0635.json,book_author,"Noble, David Grant"
pg_0635.json,book_author,"Press
B."
pg_0635.json,book_title,"ANCIENT HUINS OF THE SOUTHWEST
Archaeological Guide"
pg_0729.json,book_author,"Enciso, Jorge"
pg_0729.json,book_title,DESIGNS FROM THE COLUMBIAN MEXICO
pg_0776.json,book_author,"Rome, Jesus and Lucienne"
pg_0776.json,book_title,LIFE OF THE INCAS IN ANCIENT PERU
pg_0270.json,book_author,"Hardy, Thomas"
pg_0270.json,book_author,ST. Martins
pg_0270.json,book_title,TRUMPET MAJOR
pg_0317.json,book_author,"Lawrence, DH"
pg_0317.json,book_title,AARON'S ROD
pg_0364.json,book_author,"Murdoch, Iris"
pg_0364.json,book_title,A FAIRLY HONOURABLE DEFEAT
pg_2011.json,book_author,"Heilbroner, Robert"
pg_2011.json,book_author,Simon & Schuster
pg_2011.json,book_title,WORLDLY PHILOSOPHERS
pg_2058.json,book_author,"Forman, James D."
pg_2058.json,book_title,SOCIALISM
pg_0626.json,book_author,"Clewlow, W, Wells, R. Ambro"
pg_0626.json,book_author,"VALLEY, NEVADA"
pg_0626.json,book_author,Monograph VII
pg_0626.json,book_author,Institute of Arch.
pg_0626.json,book_title,HISTORY & PREHISTORY AT GRASS
pg_0673.json,book_author,"Powers, Stephen"
pg_0673.json,book_title,TRIBES OF CALIFORNIA
pg_0673.json,book_title,v. of
pg_0720.json,book_author,"Davies, Nigel"
pg_0720.json,book_title,"THE TOLTEC HERITAGE From Fall of Tula to
Rise of Tenochititlan"
pg_0720.json,book_title,Univ. of Oklahoma
pg_0720.json,book_title,pre-columb.
pg_0767.json,book_author,Peabody Museum
pg_0767.json,book_author,Graham Intro.
pg_0767.json,book_title,ART OF MAYA HIEROGLYPHIC WRITING
pg_0261.json,book_author,"Hardy, Thomas"
pg_0261.json,book_title,Jude the obscure.
pg_0308.json,book_author,"Kipling, Rudyard"
pg_0308.json,book_title,A SELECTION OF HIS STORIES & POEMS (2 vols)
pg_0356.json,book_author,"Maugham, Somerset"
pg_0356.json,book_title,THE NARROW CORNER
pg_2002.json,book_author,Descartes/Spinoza/Leibniz
pg_2002.json,book_title,THE RATIONALISTS
pg_2049.json,book_title,"THE GLORIOUS AGE OF EXPLORATION
Encyclopedia of Dics."
pg_0617.json,book_author,"Sieveking, Ann"
pg_0617.json,book_title,THE CAVE ARTISTS
pg_0664.json,book_author,"Kroeber, T."
pg_0664.json,book_author,Bantam
pg_0664.json,book_author,anthropology
pg_0664.json,book_title,Last of His Tribe
pg_0711.json,book_author,"Carmack, Robert"
pg_0711.json,book_title,QUICHE MAYAS OF UTATLAN
pg_0711.json,book_title,lahoma
pg_0205.json,book_author,"Seymour-Smith, Martin"
pg_0205.json,book_title,NOVELS & NOVELISTS Guide to The World of Fiction
pg_0252.json,book_author,Carl Sandburg
pg_0252.json,book_title,THE AMERICAN SONGBAG
pg_0346.json,book_author,"Mansfield, Katherine"
pg_0346.json,book_title,THE SHORT STORIES OF Katherine Mans
pg_0393.json,book_author,"Pepys, Samuel"
pg_0393.json,book_title,THE ILLUSTRATED PEPYS
pg_2040.json,book_author,"Braudel, Fernand"
pg_2040.json,book_author,Fren
pg_2040.json,book_title,AFTERTHOUGHTS ON MATERIAL CIVILIZATION
pg_2040.json,book_title,AND CAPITALISM
pg_2040.json,book_title,Historio
pg_0608.json,book_author,"Rawson, Jessica"
pg_0608.json,book_title,ANCIENT CHINA ARt & Archadology
pg_0655.json,book_author,"Heizer, R.F."
pg_0655.json,book_title,THE CALIFORNIA INDIANS
pg_0749.json,book_author,"Leon-Portilla, Miguel"
pg_0749.json,book_title,"THE BROKEN SPEARS: THE AZTEC ACCOUNT OF THE
CONQUEST OF MEXICO"
pg_0796.json,book_author,"Thompson, Eric"
pg_0796.json,book_author,autobio/arch
pg_0796.json,book_title,MAYA ARCHEAOLOGIST
pg_0243.json,book_author,"Sterba, Edith & Richard"
pg_0243.json,book_author,"Schocken,"
pg_0243.json,book_title,BEETHOVEN AND HIS NEPHEW
pg_0290.json,book_author,"Johnson, Samuel"
pg_0290.json,book_author,"MBLER, ETC"
pg_0290.json,book_title,SELECTED ESSAYS FROM THE RA
pg_0337.json,book_author,"Miller, Henry"
pg_0337.json,book_title,THE WORLD OF LAWRENCE A Passionate Appreciation 15
pg_0384.json,book_author,"Orwell, George"
pg_0384.json,book_title,COMING UP FOR AIR
pg_2031.json,book_title,THE ENLIGHTENMENT TRADITION
pg_2031.json,book_title,Robert Anchor
pg_2031.json,book_title,Univ. of
pg_2078.json,book_author,"Tod, Ian & Michael Wheeler"
pg_2078.json,book_author,Harmony Books
pg_0199.json,book_author,"Henderson, Bill"
pg_0199.json,book_author,PUSHCART
pg_0199.json,book_title,PRIZE III
pg_0646.json,book_author,"Driver, HAROLD"
pg_0646.json,book_author,Anthropology Am.
pg_0646.json,book_title,Indians of orth America
pg_0646.json,book_title,Indiens
pg_0740.json,book_title,THE MAYA & THEIR NEIGHBORS
pg_0740.json,book_title,Hay et al
pg_0786.json,book_author,"Stephens, John L."
pg_0786.json,book_author,CHIAPAS & YUCATAN
pg_0786.json,book_title,"INCIDENTS OF TRAVEL IN CENTRAL AMERICA,"
pg_0786.json,book_title,Vol. II
pg_0234.json,book_author,"Mencken, oH.L."
pg_0234.json,book_author,H.L. MENCKEN ON MUSIC
pg_0281.json,book_author,"Huxley, A."
pg_0281.json,book_title,BRAVE NEW WORLD REVISITED
pg_0281.json,book_title,Harper-Perennial
pg_0328.json,book_author,"Lawrence, D.H."
pg_0328.json,book_title,THE PLUMED SERPENT
pg_0375.json,book_author,"Naipaul, V.S."
pg_0375.json,book_title,INDIA A Wounded Civilization
pg_2022.json,book_author,Frederick Patka
pg_2022.json,book_author,Lyle Stuart
pg_2022.json,book_author,phil. GENERAL
pg_2022.json,book_title,EXISTENTIALIST THINKERS & THOUGHT
pg_2069.json,book_author,Robert Mandrou
pg_2069.json,book_author,Pelican
pg_2069.json,book_title,FROM HUMANISM TO SCIENCE
pg_2069.json,book_title,EUROPEAN
pg_0190.json,book_author,"Wilkins, Cary"
pg_0190.json,book_title,LITTLE TREASURY OF LOVE POEMS
pg_0637.json,book_author,"Wilson, Josleen"
pg_0637.json,book_title,PASSIONATE AMATEUR'S GUIDE TO ARCHAEOLOGY IN THE U
pg_0684.json,book_author,"Tyler, Hamilton"
pg_0684.json,book_author,of Oklahoma
pg_0684.json,book_title,PUEBLO GODS & MYTHS
pg_0731.json,book_author,"W* Ferguson & Royce, b"
pg_0731.json,book_title,MAYA RUINS OF MEXICO IN COLOR
pg_0731.json,book_title,v. of Oklahoma
pg_0778.json,book_author,F. Scholes & R. Roys
pg_0778.json,book_title,MAYA CHONTAL INDIANS OF ACALAN TIXCHEL
pg_0778.json,book_title,Univ. of Oklahoma
pg_0226.json,book_author,"Guthrie, Woody"
pg_0272.json,book_author,"Hardy, Thomas"
pg_0272.json,book_author,ST Martins Press
pg_0272.json,book_title,WESSEX TALES
pg_0320.json,book_author,"Lawrence, D.H."
pg_0320.json,book_title,COMPLETE SHORT STORIES II
pg_0366.json,book_author,"Murdoch, Iris"
pg_0366.json,book_title,THE NICE AND THE GOOD
pg_2060.json,book_author,"Guizot, Francois"
pg_2060.json,book_author,Daedalus
pg_2060.json,book_title,HISTORICAL ESSAYS AND LECTURES
pg_2060.json,book_title,of Chicago
pg_0628.json,book_author,"Fewkes, Jesse W."
pg_0628.json,book_title,DESIGNS ON PREHISTORIC HOPI POTTERY
pg_0675.json,book_author,"Riddle, Jeff"
pg_0675.json,book_title,THE INDIAN HISTORY OF THE MODOC WAR
pg_0723.json,book_author,"Demarest, Arthur"
pg_0723.json,book_author,VIRACOCHA
pg_0723.json,book_title,Nature & Antiquity of Andean High God paper
pg_0723.json,book_title,Peabody Museum Monographs #236
pg_0769.json,book_author,"Proskouriakoff, Tania"
pg_0769.json,book_title,ALBUM OF MAYA ARCHITECTURE
pg_0769.json,book_title,lahoma
pg_0216.json,book_author,"Boyd, Morrison Comegys"
pg_0216.json,book_author,Daedalus
pg_0216.json,book_title,ELIZABETHAN MUSIC AND MUSICAL CRITICISM
pg_0263.json,book_author,"Hardy, Thomas"
pg_0263.json,book_author,St Martins Press
pg_0263.json,book_title,A LAODICEAN
pg_0310.json,book_author,"Kipling, Rudyard"
pg_0310.json,book_title,SHORT STORIES II
pg_0357.json,book_author,"Maugham, Somerset"
pg_0357.json,book_title,THE PAINTED VEIL
pg_2004.json,book_author,"Duncan, G."
pg_2004.json,book_title,and Mill
